artist,avg_pop,avg_duration,avg_temp,avg_energy,avg_danceability,avg_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,rating_np,rating_ps,rating_pk,rating_hi,rating_svm
Edi Fitzroy,33,282493,156.12,0.64,0.7,-9.88,0.04,0,0.37,0.19,0.95,,,,,
Edicion Especial,49,211679,113.55,0.75,0.76,-5.16,0.06,0,0.32,0.14,0.81,,,,,
Edison Glass,21,199991,168.34,0.91,0.44,-4.12,0.09,0,0,0.13,0.52,,,,,
Edit Select,16,407658,134.01,0.63,0.52,-16.45,0.05,0.91,0.41,0.07,0.08,,,,,
Editors,48,260272,123.81,0.78,0.43,-5.52,0.04,0.06,0.1,0.19,0.39,,,,,
Edlan,31,273439,121.78,0.74,0.52,-5.33,0.04,0.22,0.01,0.11,0.06,,,,,
Ednaldo Mendes,39,277360,120.38,0.43,0.34,-5.29,0.03,0,0.76,0.23,0.15,,,,,
Ednita Nazario,42,277329,124.19,0.56,0.55,-7.67,0.03,0,0.26,0.3,0.37,,,,,
Edo Lee,29,150531,117.14,0.73,0.55,-7.38,0.16,0.77,0.67,0.2,0.25,,,,,
Edo. G,28,253120,88.3,0.82,0.7,-4.78,0.22,0,0.05,0.21,0.69,,,,,
Edrie,24,190750,138.24,0.9,0.58,-5.35,0.06,0,0.07,0.22,0.84,,,,,
Edu Imbernon,41,433688,123.5,0.73,0.7,-9.95,0.06,0.88,0.12,0.1,0.05,,,,,
Eduardo Araujo,28,164309,147.53,0.72,0.53,-7.88,0.05,0,0.15,0.14,0.69,,,,,
Eduardo Falú,23,233590,103.5,0.24,0.52,-15.08,0.04,0.16,0.84,0.14,0.39,,,,,
E-Dubble,33,232658,104.66,0.75,0.73,-6.39,0.18,0,0.25,0.13,0.67,,,,,
Edvard Kravchuk,43,163670,98.61,0.04,0.37,-31.5,0.04,0.93,0.99,0.1,0.32,,,,,
Edward Elgar,32,205080,78.89,0.13,0.22,-21.5,0.05,0.53,0.97,0.11,0.07,,,,,
Edward Maya,39,242940,128.79,0.77,0.71,-5.35,0.05,0.07,0.04,0.17,0.44,,,,,
Edwin Luna y La Trakalosa de Monterrey,37,191025,139.29,0.59,0.66,-4.78,0.05,0,0.46,0.13,0.8,,,,,
Edwin Montoya,24,201241,92.84,0.54,0.65,-10.08,0.05,0.01,0.71,0.14,0.83,,,,,
Edwin Starr,26,333854,120.02,0.79,0.67,-9.35,0.1,0.01,0.05,0.1,0.82,,,,,
EDX,29,199312,123.3,0.85,0.73,-5.25,0.06,0.37,0.07,0.17,0.48,,,,,
Edy Hafler,18,176887,123.04,0.2,0.61,-14.56,0.08,0.93,0.95,0.11,0.38,,,,,
Eedris Abdulkareem,22,208198,111.59,0.79,0.82,-6.98,0.15,0,0.12,0.16,0.78,,,,,
Eek-A-Mouse,26,238325,118.17,0.52,0.8,-8.21,0.1,0.02,0.14,0.15,0.75,,,,,
Eelke Kleijn,36,266403,121.37,0.79,0.68,-7.43,0.04,0.68,0.04,0.22,0.35,,,,,
Eels,37,196086,126.67,0.6,0.62,-8.29,0.05,0.23,0.39,0.14,0.54,,,,,
eevee,29,129041,100.25,0.23,0.65,-16.02,0.15,0.76,0.76,0.15,0.41,,,,,
efdemin,22,372221,125.42,0.46,0.64,-17.2,0.06,0.87,0.39,0.23,0.24,,,,,
Efecto Elegante,56,186330,120.04,0.44,0.72,-7.98,0.04,0,0.52,0.15,0.78,,,,,
Efek Rumah Kaca,49,269896,119.63,0.59,0.5,-7.58,0.03,0.01,0.14,0.24,0.31,,,,,
Effect,24,233927,138.25,0.94,0.73,-5.3,0.11,0,0.04,0.4,0.83,,,,,
Effin,28,198752,129.26,0.84,0.61,-3.43,0.24,0.21,0.07,0.19,0.19,,,,,
Effused,25,173171,151.16,0.81,0.42,-5.26,0.05,0,0.01,0.34,0.25,,,,,
Efix,36,281885,127.35,0.49,0.73,-8.65,0.04,0.28,0.34,0.11,0.18,,,,,
E-Force,27,202930,150.21,0.95,0.5,-3.2,0.2,0.03,0.06,0.33,0.2,,,,,
Egbert,26,362782,129.57,0.84,0.72,-6.82,0.05,0.85,0.02,0.13,0.17,,,,,
Egg,49,180361,111.12,0.06,0.54,-21.15,0.07,0,0.97,0.15,0.35,,,,,
EGOIST,50,259974,151,0.76,0.48,-4.33,0.08,0,0.18,0.14,0.44,,,,,
Egokind,27,433891,122.34,0.55,0.84,-10.3,0.16,0.53,0.1,0.09,0.36,,,,,
Egoless,26,307099,140.02,0.44,0.68,-9.99,0.07,0.45,0.04,0.17,0.13,,,,,
EGOVERT,56,116276,108.2,0.52,0.82,-9.37,0.27,0,0.06,0.14,0.64,,,,,
Egypt Central,41,206191,132.79,0.9,0.46,-4.43,0.09,0.04,0.01,0.18,0.41,,,,,
Egyptian Hip Hop,23,216787,119.94,0.7,0.65,-8.4,0.03,0.05,0.25,0.11,0.51,,,,,
EH!DE,23,220354,121.75,0.9,0.56,-3.78,0.13,0.17,0,0.19,0.14,,,,,
Ehrling,47,175105,118.04,0.73,0.75,-7.96,0.05,0.36,0.17,0.16,0.44,,,,,
Eiafuawn,32,182940,101.04,0.36,0.65,-16.68,0.04,0.48,0.3,0.2,0.52,,,,,
Eichem,37,169288,116.15,0.72,0.71,-6.36,0.38,0,0.18,0.07,0.66,,,,,
Eidola,28,259011,142.38,0.92,0.38,-4.88,0.13,0.04,0.02,0.21,0.3,,,,,
Eiffel 65,36,239853,140.27,0.85,0.66,-7.63,0.05,0.01,0.18,0.48,0.71,,,,,
Eighteen Visions,25,213037,143.43,0.95,0.4,-4.3,0.12,0.1,0,0.33,0.3,,,,,
Eighth Wonder,33,322174,109.99,0.83,0.64,-9.39,0.03,0.22,0.15,0.1,0.85,,,,,
Eikichi Yazawa,30,237047,120.39,0.69,0.65,-8.96,0.04,0,0.2,0.17,0.65,,,,,
Eilen Jewell,28,189604,118.64,0.52,0.55,-8.36,0.04,0.06,0.43,0.15,0.57,,,,,
Einár,55,160687,114.12,0.6,0.74,-8.74,0.26,0,0.36,0.12,0.55,,,,,
Einherjer,19,229418,114.08,0.9,0.45,-8.15,0.04,0.44,0.03,0.11,0.48,,,,,
Einmusik,25,455491,123.57,0.73,0.74,-10.26,0.05,0.88,0.01,0.09,0.24,,,,,
Einstürzende Neubauten,22,258098,119.42,0.48,0.52,-12.07,0.12,0.34,0.22,0.25,0.29,,,,,
Eiro Nareth,23,211053,130.33,0.46,0.57,-10.26,0.04,0.87,0.57,0.1,0.32,,,,,
Eisbrecher,21,234765,123.08,0.91,0.56,-4.55,0.06,0.17,0,0.23,0.5,,,,,
Eisley,22,208163,132.71,0.6,0.44,-5.23,0.03,0,0.21,0.15,0.35,,,,,
Eisregen,22,253663,133.21,0.92,0.42,-5.41,0.1,0.04,0,0.22,0.29,,,,,
Eivind Aarset,18,141387,109.99,0.07,0.35,-30.87,0.04,0.91,0.68,0.1,0.23,,,,,
Ekali,34,206998,120.6,0.76,0.59,-5.22,0.08,0.14,0.12,0.25,0.21,,,,,
Ekcle,32,332848,108.41,0.58,0.56,-9.47,0.09,0.39,0.05,0.14,0.19,,,,,
Ekko & Sidetrack,35,243134,174,0.91,0.41,-4.36,0.05,0.06,0,0.13,0.08,,,,,
Eklo,35,211944,115.25,0.59,0.74,-8.09,0.04,0.07,0.38,0.18,0.41,,,,,
Ektomorf,23,201192,125.58,0.96,0.43,-4.06,0.11,0.09,0,0.19,0.29,,,,,
El Bebeto,42,230542,116.87,0.4,0.5,-7.13,0.03,0,0.4,0.34,0.5,,,,,
El Bordo,38,238241,120.75,0.75,0.54,-6.27,0.04,0,0.06,0.38,0.54,,,,,
El Chicano,25,238245,120.24,0.5,0.6,-12.98,0.03,0.26,0.37,0.2,0.76,,,,,
El Chivo,30,255885,98.63,0.66,0.87,-5.68,0.19,0,0.08,0.14,0.64,,,,,
El Chombo,44,167638,110.6,0.82,0.86,-5.6,0.14,0.05,0.17,0.08,0.78,,,,,
El Coyote Y Su Banda Tierra Santa,46,164615,111.5,0.56,0.7,-6.34,0.04,0,0.53,0.12,0.94,,,,,
El Cuarteto De Nos,55,235831,110.43,0.8,0.64,-5.42,0.05,0,0.06,0.15,0.62,,,,,
El Cuervo de Poe,25,240070,120.56,0.85,0.55,-4.57,0.11,0.01,0.05,0.29,0.39,,,,,
El Fuego,17,298482,116.5,0.63,0.62,-7.72,0.03,0.83,0.2,0.24,0.45,,,,,
El Gran Silencio,49,233546,118.63,0.88,0.7,-5.3,0.08,0,0.11,0.19,0.76,,,,,
El Jazzy Chavo,44,160000,171.97,0.67,0.64,-9.49,0.03,0.88,0.34,0.41,0.58,,,,,
El Jeffrey,44,231869,125.02,0.8,0.78,-6.3,0.04,0,0.26,0.09,0.72,,,,,
El Lebrijano,24,193733,121.74,0.78,0.61,-5.78,0.12,0,0.7,0.27,0.7,,,,,
El Makabelico,55,276492,121.12,0.63,0.8,-7.16,0.34,0,0.23,0.25,0.83,,,,,
El Michels Affair,27,150953,130.43,0.34,0.45,-9.48,0.03,0.49,0.71,0.13,0.27,,,,,
El Mimoso Luis Antonio López,43,214512,108.18,0.49,0.65,-5.79,0.05,0,0.34,0.21,0.86,,,,,
El Mundo,47,434517,116.01,0.75,0.71,-8.87,0.05,0.86,0.01,0.09,0.23,,,,,
El Otro Yo,38,194000,151.21,0.95,0.51,-5.37,0.07,0,0.13,0.25,0.56,,,,,
El Perro del Mar,22,262057,129.64,0.35,0.35,-12.62,0.04,0.55,0.75,0.11,0.2,,,,,
El Roockie,41,225362,130.01,0.72,0.66,-4.91,0.11,0,0.26,0.36,0.74,,,,,
El Shaaki,31,185980,117.89,0.75,0.72,-2.88,0.33,0,0.18,0.11,0.71,,,,,
El Shirota,27,273673,121.13,0.89,0.46,-7.56,0.05,0.66,0.02,0.28,0.56,,,,,
El Tigr3,27,257589,120.83,0.65,0.61,-10.27,0.04,0.78,0.2,0.16,0.15,,,,,
El Tri,38,265993,128.6,0.75,0.51,-7.12,0.06,0,0.19,0.25,0.64,,,,,
Ela Minus,35,248853,121.54,0.67,0.64,-9.41,0.11,0.52,0.25,0.09,0.43,,,,,
Elaine,49,212357,139.6,0.62,0.68,-7.73,0.06,0,0.26,0.11,0.38,,,,,
Elaine de Jesus,37,271718,129.22,0.63,0.53,-5.76,0.04,0,0.48,0.15,0.34,,,,,
Elaine Martins,43,269145,135.5,0.58,0.52,-6.66,0.04,0,0.26,0.11,0.28,,,,,
Elaine Paige,32,325856,132.88,0.22,0.38,-12.61,0.04,0,0.86,0.27,0.2,,,,,
Elaquent,23,154850,96.63,0.6,0.55,-7.32,0.29,0.3,0.15,0.18,0.66,,,,,
Eldamar,21,639149,118.2,0.48,0.23,-10.03,0.04,0.86,0.1,0.17,0.12,,,,,
Eldee,20,252652,121.47,0.83,0.72,-6.55,0.15,0,0.06,0.2,0.74,,,,,
Elder,24,648129,115.5,0.8,0.31,-7.4,0.05,0.61,0.01,0.15,0.24,,,,,
Elder Brother,24,222453,114.52,0.68,0.57,-6.85,0.03,0.01,0.17,0.25,0.39,,,,,
Elder Island,40,243434,114.4,0.46,0.66,-10.18,0.06,0.23,0.21,0.14,0.31,,,,,
Elderbrook,53,215664,117.61,0.61,0.73,-8.4,0.09,0.24,0.23,0.13,0.35,,,,,
Elderwind,22,398032,155.98,0.75,0.21,-6.36,0.06,0.6,0,0.17,0.1,,,,,
Eldkvarn,31,250718,145.93,0.8,0.38,-6.53,0.06,0,0.06,0.28,0.63,,,,,
Elea,27,463224,140.54,0.53,0.56,-11.86,0.04,0.84,0.35,0.16,0.15,,,,,
Electrelane,34,231692,137.55,0.45,0.51,-13.09,0.04,0.27,0.27,0.11,0.52,,,,,
Electribe 101,37,423693,113.99,0.61,0.61,-15.17,0.04,0.48,0.17,0.51,0.21,,,,,
Electric Boys,26,233137,123.31,0.84,0.45,-4.98,0.04,0,0,0.35,0.5,,,,,
Electric Callboy,59,181932,125,0.87,0.52,-7.55,0.06,0,0,0.23,0.51,,,,,
Electric Century,27,208546,144.69,0.94,0.52,-2.15,0.05,0.02,0.02,0.25,0.65,,,,,
Electric Chair,21,77192,133.04,0.99,0.27,-4.6,0.2,0.76,0,0.34,0.38,,,,,
Electric Eel Shock,22,177534,125.98,0.9,0.55,-2.98,0.15,0,0.01,0.35,0.7,,,,,
Electric Frankenstein,22,149353,114.38,0.98,0.33,-4.87,0.1,0.01,0.01,0.39,0.22,,,,,
Electric Guest,37,217998,115.9,0.59,0.73,-6.95,0.05,0.08,0.13,0.14,0.67,,,,,
Electric Light Orchestra,46,228771,122.5,0.62,0.55,-7.47,0.04,0.01,0.56,0.32,0.65,,,,,
Electric Mary,27,192881,113.28,0.93,0.37,-4.53,0.07,0.09,0,0.22,0.59,,,,,
Electric President,24,241532,112.14,0.5,0.59,-11.37,0.03,0.68,0.44,0.11,0.5,,,,,
Electric Six,25,197255,128.16,0.84,0.57,-4.98,0.05,0.05,0.03,0.22,0.66,,,,,
Electric Slide Music Makers,29,191929,114.01,0.68,0.77,-8.81,0.03,0.43,0.01,0.14,0.75,,,,,
Electric Wire Hustle,27,232745,119.24,0.55,0.68,-9.39,0.13,0.17,0.2,0.28,0.53,,,,,
Electric Wizard,25,454582,126.51,0.73,0.2,-6.62,0.06,0.83,0.03,0.22,0.21,,,,,
Electric Youth,34,242191,124.54,0.77,0.64,-6.56,0.03,0.27,0.18,0.12,0.53,,,,,
Electro Deluxe,29,255797,101.38,0.69,0.68,-6.3,0.1,0.25,0.16,0.24,0.63,,,,,
Electro-Light,44,236312,141.97,0.81,0.58,-6.44,0.05,0.29,0.26,0.19,0.32,,,,,
Electronic Swing Orchestra,37,296240,170.01,0.66,0.72,-7.81,0.12,0,0.1,0.06,0.67,,,,,
Electus,25,291049,127.53,0.36,0.52,-15.39,0.04,0.75,0.31,0.13,0.15,,,,,
Elefante,51,252670,127.84,0.68,0.63,-7.03,0.04,0,0.16,0.15,0.56,,,,,
Elegant Machinery,25,222716,125.35,0.88,0.67,-8.01,0.03,0,0.06,0.16,0.78,,,,,
